,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
255,UBP-PH,Urstadt Biddle Properties Inc.,22.90,-0.05,-0.22%,"12,607","8,099",673.599M,48.83
256,BPYU,Brookfield Property REIT Inc.,11.93,+0.03,+0.25%,"669,549",1.132M,658.952M,N/A
257,INN,"Summit Hotel Properties, Inc.",6.18,0.00,0.00%,"572,331",1.31M,653.207M,N/A
258,GOOD,Gladstone Commercial Corporation,18.56,+0.27,+1.48%,"166,318","197,158",646.378M,N/A
259,GOODM,Gladstone Commercial Corporation,25.20,-0.10,-0.40%,"7,712","7,680",642.993M,N/A
260,CMO-PE,Capstead Mortgage Corporation,23.32,+0.01,+0.04%,"4,821","24,835",633.297M,N/A
261,ARR,"ARMOUR Residential REIT, Inc.",9.77,+0.09,+0.93%,"903,971",1.255M,632.018M,N/A
262,CMO,Capstead Mortgage Corporation,6.36,+0.11,+1.76%,"487,202","832,166",613.541M,N/A
263,GMRE,Global Medical REIT Inc.,13.24,0.00,0.00%,"139,897","353,157",612.375M,157.62
264,SKT,"Tanger Factory Outlet Centers, Inc.",6.41,+0.03,+0.47%,1.453M,3.403M,599.157M,N/A
265,RESI,Front Yard Residential Corporation,9.81,+0.64,+6.98%,1.245M,"700,947",576.309M,N/A
266,UMH,"UMH Properties, Inc.",13.47,-0.11,-0.81%,"83,936","169,219",556.873M,N/A
267,RC,Ready Capital Corporation,9.85,+0.34,+3.58%,"326,829","542,546",540.497M,33.73
268,RPT,RPT Realty,6.49,+0.07,+1.09%,"248,610","830,774",525.342M,7.58
269,UMH-PD,"UMH Properties, Inc.",24.56,-0.02,-0.08%,"10,047","11,861",514.81M,N/A
270,UMH-PC,"UMH Properties, Inc.",25.02,+0.12,+0.49%,"69,917","21,005",513.095M,N/A
271,UMH-PB,"UMH Properties, Inc.",25.17,+0.05,+0.20%,"22,467","6,035",498.628M,N/A
272,CTT,"CatchMark Timber Trust, Inc.",9.93,+0.05,+0.51%,"119,938","217,979",484.241M,N/A
273,WPG-PI,Washington Prime Group Inc.,9.00,+0.05,+0.56%,"11,739","16,033",450M,N/A
274,CIO-PA,"City Office REIT, Inc.",23.75,+0.01,+0.04%,"7,566","7,079",448.4M,N/A
275,JCAP-PB,"Jernigan Capital, Inc.",25.18,0.00,0.00%,400,"5,603",439.149M,N/A
276,CIO,"City Office REIT, Inc.",8.98,-0.04,-0.44%,"270,245","398,130",389.706M,N/A
277,GMRE-PA,Global Medical REIT Inc.,26.21,-0.00,-0.02%,"7,580","9,660",423.562M,312.04
278,WPG-PH,Washington Prime Group Inc.,8.96,+0.31,+3.58%,"19,890","34,713",412.706M,N/A
279,GPMT,Granite Point Mortgage Trust Inc.,7.50,+0.28,+3.88%,"548,716",1.225M,414.038M,N/A
280,FRPH,"FRP Holdings, Inc.",42.44,-0.07,-0.16%,"3,232","42,234",405.86M,40.61
281,DX-PB,"Dynex Capital, Inc.",24.45,-0.05,-0.20%,"1,696","15,153",408.159M,5.86
282,UBA,Urstadt Biddle Properties Inc.,10.49,+0.03,+0.29%,"183,164","254,239",407.289M,22.37
283,IRCP,IRSA Propiedades Comerciales S.A.,8.07,-0.28,-3.35%,"4,246","17,038",431.246M,0.34
284,UBP,Urstadt Biddle Properties Inc.,9.20,-0.20,-2.14%,"4,315","5,017",407.289M,19.61
285,JCAP,"Jernigan Capital, Inc.",17.20,+0.01,+0.06%,"299,869","336,901",400.125M,N/A
286,HT-PE,Hersha Hospitality Trust,13.29,+0.04,+0.30%,"1,432","21,976",400.341M,N/A
287,HT-PD,Hersha Hospitality Trust,13.32,+0.06,+0.45%,"5,214","35,234",401.08M,N/A
288,HT-PC,Hersha Hospitality Trust,13.55,+0.27,+2.03%,"1,000","14,682",390.034M,N/A
289,OLP,"One Liberty Properties, Inc.",18.38,+0.01,+0.05%,"31,270","86,247",375.68M,18.89
290,DX,"Dynex Capital, Inc.",16.03,+0.35,+2.23%,"252,734","359,711",370.944M,3.84
291,CPLG,CorePoint Lodging Inc.,6.06,-0.07,-1.14%,"119,037","518,595",352.452M,N/A
292,FPI-PB,Farmland Partners Inc.,24.28,+0.24,+1.00%,"17,688","15,216",201.768M,N/A
293,CORR-PA,"CorEnergy Infrastructure Trust, Inc.",17.35,+0.18,+1.05%,"27,492","24,306",347.347M,N/A
294,MITT-PA,"AG Mortgage Investment Trust, Inc.",16.53,+0.09,+0.52%,"13,703","18,446",340.863M,N/A
295,FPI,Farmland Partners Inc.,6.80,+0.05,+0.74%,"169,421","155,706",201.252M,N/A
296,MITT-PB,"AG Mortgage Investment Trust, Inc.",16.62,+0.01,+0.06%,"14,042","32,423",338.875M,N/A
297,ORC,"Orchid Island Capital, Inc.",5.15,+0.11,+2.18%,"572,549","980,260",341.037M,N/A
298,NTP,Nam Tai Property Inc.,8.71,+0.29,+3.44%,"37,836","59,423",339.124M,N/A
299,APTS,"Preferred Apartment Communities, Inc.",7.09,-0.11,-1.53%,"384,172","473,171",351.822M,N/A
300,ACRE,Ares Commercial Real Estate Corporation,9.92,+0.27,+2.80%,"159,557","483,612",331.744M,27.10
301,ANH-PA,Anworth Mortgage Asset Corporation,23.84,+0.06,+0.27%,"1,950","3,748",324.718M,N/A
302,CHMI-PB,Cherry Hill Mortgage Investment Corporation,21.85,+0.07,+0.34%,"3,066","8,697",306.062M,N/A
303,CLDT,Chatham Lodging Trust,6.84,+0.22,+3.32%,"390,950","614,773",321.26M,N/A
304,ANH-PC,Anworth Mortgage Asset Corporation,21.75,+0.30,+1.40%,"1,455","5,855",312.704M,N/A
305,WSR,Whitestone REIT,6.85,+0.03,+0.44%,"209,958","362,941",290.061M,14.57
306,ANH-PB,Anworth Mortgage Asset Corporation,17.26,-0.66,-3.66%,"1,145","1,587",286.198M,N/A
307,HT,Hersha Hospitality Trust,6.81,+0.01,+0.15%,"729,153","919,920",264.156M,N/A
308,RVI,Retail Value Inc.,13.15,+0.18,+1.39%,"27,324","130,009",260.755M,14.16
309,CHMI-PA,Cherry Hill Mortgage Investment Corporation,23.95,-0.05,-0.21%,"1,764","11,780",257.216M,N/A
310,BHR-PB,"Braemar Hotels & Resorts, Inc.",12.19,+0.18,+1.50%,"7,808","19,880",237.854M,N/A
311,AI-PC,Arlington Asset Investment Corp.,19.05,-0.15,-0.78%,502,"3,935",224.298M,N/A
312,BHR-PD,"Braemar Hotels & Resorts, Inc.",15.62,+0.14,+0.90%,"3,500","9,887",221.509M,N/A
313,AJX,Great Ajax Corp.,9.64,+0.09,+0.94%,"52,049","146,571",221.001M,10.08
314,TCI,"Transcontinental Realty Investors, Inc.",25.00,+1.38,+5.86%,"1,624","2,585",217.928M,N/A
315,AI-PB,Arlington Asset Investment Corp.,18.48,0.00,0.00%,6,"2,389",217.17M,N/A
316,XAN-PC,Exantas Capital Corp.,15.98,-0.14,-0.90%,"7,514","28,895",212.076M,N/A
317,MLP,"Maui Land & Pineapple Company, Inc.",10.84,+0.08,+0.74%,"8,593","25,117",209.952M,N/A
318,PLYM,"Plymouth Industrial REIT, Inc.",14.02,-0.15,-1.06%,"45,336","143,106",223.961M,N/A
319,CDR-PB,"Cedar Realty Trust, Inc.",22.32,+0.12,+0.56%,"6,990","3,141",206.95M,N/A
320,CDR-PC,"Cedar Realty Trust, Inc.",19.15,+0.01,+0.05%,"2,353","20,626",194.545M,N/A
321,BRT,BRT Apartments Corp.,10.72,0.00,0.00%,"12,157","49,728",176.154M,510.48
322,CHMI,Cherry Hill Mortgage Investment Corporation,9.98,+0.37,+3.85%,"168,202","298,631",170.427M,N/A
323,STRS,Stratus Properties Inc.,20.10,-0.12,-0.59%,"13,534","10,949",165.024M,77.61
324,ARL,"American Realty Investors, Inc.",9.20,-0.10,-1.13%,610,"7,620",147.173M,N/A
325,PSTL,"Postal Realty Trust, Inc.",15.42,+0.50,+3.35%,"63,144","72,058",146.13M,N/A
326,CORR,"CorEnergy Infrastructure Trust, Inc.",10.21,+0.21,+2.10%,"163,349","436,250",139.382M,N/A
327,EARN,Ellington Residential Mortgage REIT,10.95,+0.06,+0.55%,"49,637","130,123",134.9M,7.54
328,CLPR,Clipper Realty Inc.,7.46,-0.12,-1.58%,"65,851","68,565",132.898M,N/A
329,PEI-PB,Pennsylvania Real Estate Investment Trust,5.60,+0.31,+5.91%,"19,336","23,240",127.46M,N/A
330,PINE,"Alpine Income Property Trust, Inc.",14.33,-0.15,-1.04%,"23,151","76,198",106.834M,N/A
331,NREF,"NexPoint Real Estate Finance, Inc.",16.55,-0.28,-1.66%,"10,336","47,982",87.095M,N/A
332,AHT-PD,"Ashford Hospitality Trust, Inc.",5.46,+0.12,+2.29%,"7,392","21,035",80.684M,N/A
333,NTST,NetSTREIT Corp.,18.00,+0.25,+1.41%,"653,108",2.506M,284.186M,N/A
334,AGNCP,AGNC Investment Corp.,22.65,+0.11,+0.49%,"24,405","78,551",N/A,N/A
335,NRZ-PC,New Residential Investment Corp.,19.98,+0.12,+0.60%,"11,734","72,434",N/A,N/A
336,EPR-PE,EPR Properties Series E Cumulat,27.87,0.00,0.00%,"6,716","11,530",N/A,8.47
337,PSA-PW,Public Storage Depositary Share,25.30,-0.00,-0.02%,"19,923","39,209",N/A,N/A
338,PSA-PC,Public Storage,25.78,-0.00,-0.00%,"22,570","12,412",N/A,3.68
339,EPR-PC,EPR Properties 5.75% Series C C,19.69,-0.02,-0.10%,"11,625","24,293",N/A,5.98
340,PSA-PX,Public Storage,25.33,+0.03,+0.12%,"6,938","11,163",N/A,3.62
341,ARR-PC,"ARMOUR Residential REIT, Inc.",22.78,-0.02,-0.09%,"18,197","20,918",N/A,N/A
342,PSA-PG,Public Storage,26.91,+0.12,+0.45%,"8,678","11,103",N/A,3.84
343,NLY-PI,"Annaly Capital Management, Inc.",23.53,+0.22,+0.92%,"29,046","57,107",N/A,N/A
344,REXR-PC,"Rexford Industrial Realty, Inc.",25.85,+0.42,+1.65%,"12,609","7,314",N/A,N/A
345,BEKE,KE Holdings Inc.,33.00,-4.44,-11.86%,10.55M,30.07M,37.207B,N/A
346,NYMTM,"New York Mortgage Trust, Inc.",20.85,-0.11,-0.52%,"14,663","50,914",N/A,N/A
347,BPYPO,Brookfield Property Partners L.P.,21.18,-0.02,-0.09%,"6,163","29,022",N/A,10.58
348,SHO-PF,"Sunstone Hotel Investors, Inc. PFD SER F",24.49,0.00,0.00%,847,"7,460",5.514B,51.78
349,GNL-PB,"Global Net Lease, Inc.",24.98,+0.05,+0.22%,"14,593","17,621",N/A,N/A
350,NREF-PA,"NexPoint Real Estate Finance, Inc.",24.50,+0.02,+0.08%,"5,513",N/A,N/A,N/A
351,NRZ-PB,New Residential Investment Corp.,21.85,+0.26,+1.20%,"23,056","52,746",N/A,16.31
352,DX-PC,"Dynex Capital, Inc.",22.50,0.00,0.00%,"3,772","6,751",N/A,N/A
353,RPT-PD,Ramco-Gershenson Properties Trust PERP PFD-D CV,36.81,+0.30,+0.84%,"3,943","17,250",0,52.06
354,PSA-PD,Public Storage,25.93,-0.03,-0.12%,"11,097","15,971",N/A,3.70
355,UBP-PK,Urstadt Biddle Properties Inc.,22.30,+0.20,+0.91%,"6,368","5,158",N/A,N/A
356,BPYPN,Brookfield Property Partners L.P.,19.25,+0.22,+1.16%,"11,234","23,150",N/A,N/A
357,PSA-PF,Public Storage,26.76,+0.13,+0.49%,"14,238","16,990",N/A,3.82
358,PSA-PE,Public Storage,25.84,-0.10,-0.39%,"32,377","25,375",N/A,3.69
359,GOODN,Gladstone Commercial Corporation,25.15,+0.10,+0.40%,"8,659","11,717",N/A,N/A
360,BPYUP,Brookfield Property REIT Inc.,19.06,+0.06,+0.32%,"102,370","82,938",N/A,N/A
361,PSA-PJ,Public Storage,27.18,-0.04,-0.15%,"5,880","28,349",N/A,N/A
362,MITT-PC,"AG Mortgage Investment Trust, Inc.",16.73,+0.23,+1.39%,"5,427","35,330",N/A,90.43
363,AGNCO,AGNC Investment Corp.,23.28,+0.04,+0.17%,"16,028","53,177",N/A,N/A
364,PSA-PL,Public Storage,27.12,+0.06,+0.22%,"48,501",N/A,N/A,N/A
365,PSA-PB,Public Storage Depositary Share,25.64,+0.01,+0.04%,"24,472","17,614",N/A,3.81
366,NRZ-PA,New Residential Investment Corp.,22.75,+0.07,+0.31%,"12,709","33,505",N/A,16.98
367,PSB-PZ,"PS Business Parks, Inc.",26.22,-0.03,-0.10%,"16,229","42,929",N/A,N/A
368,DTLA-P,Brookfield DTLA Fund Office Trust Investor Inc.,16.21,+0.21,+1.31%,"23,199","20,460",N/A,N/A
369,BFS-PE,"Saul Centers, Inc.",24.05,-0.30,-1.25%,"5,698","5,268",N/A,14.07
370,MFA-PC,"MFA Financial, Inc.",19.11,+0.60,+3.24%,"36,409","65,358",N/A,N/A
371,DLR-PL,"Digital Realty Trust, Inc.",27.37,-0.08,-0.29%,"29,030","41,796",N/A,N/A
